OBJECTID,EVENT_SOURCE_ID,DATA_DATE,ROUTE_COMMON_NAME,ROUTE_NAME,HTRIS_ID,ROUTE_ALIAS,START_LABEL,END_LABEL,ADT,ADT_QUALITY,PERCENT_4_TIRE,PERCENT_BUS,PERCENT_TRUCK_2_AXLE,PERCENT_TRUCK_3_AXLE,PERCENT_TRUCK_1_TRAIL,PERCENT_TRUCK_2_TRAIL,CLASS_QUALITY_CODE,K_FACTOR,K_FACTOR_QUALITY_CODE,DIRECTION_FACTOR,AAWDT,AAWDT_QUALITY_CODE,LOC_COMP_DIRECTIONALITY_NAME,ROUTE_FROM_MEASURE,FROM_JURISDICTION,ROUTE_TO_MEASURE,TO_JURISDICTION,PEAK_SINGLE_UNIT_TRUCK,PEAK_COMBINATION_TRUCK,EVENT_LOCATION_ID,EVENT_COMPONENT_ID,MAXIMUMSCALEDENOMINATOR,ROUTE_COMMON_NAME_ADT,FROM_DISTRICT,TO_DISTRICT,RTE_TYPE_CD,RTE_ID,Shape__Length
614,677730,2024/01/01 00:00:00+00,Holland RD (NP - City of Virginia Beach),S-VA134NP HOLLAND RD,9509,          ,Rosemont Rd,Plaza Trail,33000,F,98.3303,0.27472,0.51375,0.64219,0.23904,0,F,0.0797,F,0.548,36000,X,Master Non-Prime,5.08,City of Virginia Beach,6.39,City of Virginia Beach,,,1,2,24000,Holland RD (NP - City of Virginia Beach) - ADT 33000,Hampton Roads,Hampton Roads,ST,9200910,2632.788772
615,748299,2021/10/15 00:00:00+00,SC-628E (King and Queen County),R-VA049SC00628EB,4900628,          ,"49-721 N, Newtown Rd",1.20 MW 49-721,190,R,,,,,,,X,,X,,,X,Bidirectional,1.85,King and Queen County,3.05,King and Queen County,,,1,1,24000,SC-628E (King and Queen County) - ADT 190,Fredericksburg,Fredericksburg,SC,1866211,2225.954618
616,771068,2014/09/15 00:00:00+00,SC-1334E (Shenandoah County),R-VA085SC01334EB,8501334,          ,US 11 Main St,ECL Mt Jackson,160,R,,,,,,,X,,X,,,X,Bidirectional,0,Shenandoah County,0.19,Shenandoah County,,,1,1,24000,SC-1334E (Shenandoah County) - ADT 160,Staunton,Staunton,SC,1899922,336.1544966
617,731238,2002/01/02 00:00:00+00,SC-5104E (Fairfax County),R-VA029SC05104EB,2905104,          ,29-5109 Dunleer Lane,Dead End,30,R,,,,,,,X,,X,,,X,Bidirectional,0.24,Fairfax County,0.26,Fairfax County,,,1,1,24000,SC-5104E (Fairfax County) - ADT 30,Northern Virginia,Northern Virginia,SC,1771473,48.28256098
618,726526,2016/08/24 00:00:00+00,SC-2753E (Fairfax County),R-VA029SC02753EB,2902753,          ,29-2673 Polk St,29-2752 Dixie Pl,290,R,,,,,,,X,,X,,,X,Bidirectional,0.14,Fairfax County,0.29,Fairfax County,,,1,1,24000,SC-2753E (Fairfax County) - ADT 290,Northern Virginia,Northern Virginia,SC,1424058,292.45008
619,742374,2020/08/06 00:00:00+00,SC-600N (Greene County),R-VA039SC00600NB,3900600,          ,Dead End; Gap,US 29 Seminole Trail,90,R,,,,,,,X,,X,,,X,Bidirectional,0.1,Greene County,0.55,Greene County,,,1,1,48000,SC-600N (Greene County) - ADT 90,Culpeper,Culpeper,SC,1639253,708.5789932
620,736223,2003/04/23 00:00:00+00,SC-8515E (Fairfax County),R-VA029SC08515EB,2908515,          ,Cul-de-Sac,29-8512 Oak Chase Circle,120,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.08,Fairfax County,,,1,1,24000,SC-8515E (Fairfax County) - ADT 120,Northern Virginia,Northern Virginia,SC,2090744,143.7895286
621,712704,2018/10/01 00:00:00+00,SC-1424N (Chesterfield County),R-VA020SC01424NB,2001424,          ,20-1427 Beckwith Rd,20-1423 Allerton St,90,R,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.11,Chesterfield County,,,1,1,24000,SC-1424N (Chesterfield County) - ADT 90,Richmond,Richmond,SC,1386084,220.4792616
622,771051,2020/07/27 00:00:00+00,SC-1324E (Shenandoah County),R-VA085SC01324EB,8501324,          ,SR 263,85-1306 Broad St,560,R,,,,,,,X,,X,,,X,Bidirectional,0,Shenandoah County,0.03,Shenandoah County,,,1,1,24000,SC-1324E (Shenandoah County) - ADT 560,Staunton,Staunton,SC,1668682,73.75963577
623,792328,2019/04/24 00:00:00+00,SC-1385W (York County),R-VA099SC01385WB,  9901385W    ,          ,Cul-de-Sac,99-716 Queens Dr,970,R,,,,,,,X,,X,,,X,Master Non-Prime,0.32,York County,0.64,York County,,,1,3,24000,SC-1385W (York County) - ADT 970,Hampton Roads,Hampton Roads,SC,2366384,660.570824
624,666824,2024/01/01 00:00:00+00,Kimball AVE NE (NP - City of Roanoke),S-VA128NP KIMBALL AVE NE,,          ,"US 11, US 21, Bus US 220 Williamson Rd",US 460 Orange Ave NE,6300,F,98.23147,0.41965,0.43297,0.45628,0.45961,0,F,0.1056,F,0.7713,6800,X,Master Non-Prime,0,City of Roanoke,0.396,City of Roanoke,0.04858,0.00739,1,3,400000,Kimball AVE NE (NP - City of Roanoke) - ADT 6300,Salem,Salem,ST,9174708,815.2208597
625,793274,2022/10/07 00:00:00+00,SC-2540E (Loudoun County),R-VA053SC02540EB,5302540,          ,Cul-de-Sac,53-2538 Fairhunt Dr,40,T,,,,,,,X,,X,,,X,Bidirectional,0,Loudoun County,0.06,Loudoun County,,,1,1,24000,SC-2540E (Loudoun County) - ADT 40,Northern Virginia,Northern Virginia,SC,2018035,108.1618712
626,403216,2024/01/01 00:00:00+00,SC-621N (Washington County),R-VA095SC00621NB,9500621,          ,95-614 Swinging Bridge Rd,95-802 Mendota Rd,280,G,94.26645,2.86678,0.84317,1.0118,1.0118,0,C,0.1138,F,0.7879,280,G,Bidirectional,0,Washington County,0.3,Washington County,1.37926,0.34481,1,1,24000,SC-621N (Washington County) - ADT 280,Bristol,Bristol,SC,2246096,561.0833735
627,779153,2022/06/14 00:00:00+00,SC-722E (York County),R-VA099SC00722EB,9900722,          ,"99-667 E, Jason Dr","99-719 E, Westover Dr",380,R,,,,,,,X,,X,,,X,Bidirectional,0.65,York County,0.84,York County,,,1,1,24000,SC-722E (York County) - ADT 380,Hampton Roads,Hampton Roads,SC,2145877,364.218143
628,779263,2019/02/06 00:00:00+00,SC-787E (York County),R-VA099SC00787EB,9900787,          ,99-624 Sparrer Rd,99-672 Crockett Rd,740,R,,,,,,,X,,X,,,X,Bidirectional,0.15,York County,0.21,York County,,,1,1,24000,SC-787E (York County) - ADT 740,Hampton Roads,Hampton Roads,SC,1939873,121.0985521
629,779488,2022/02/08 00:00:00+00,SC-1235N (York County),R-VA099SC01235NB,9901235,          ,99-1240 Heritage Place,99-1239 Earl St,300,R,,,,,,,X,,X,,,X,Bidirectional,0.1,York County,0.19,York County,,,1,1,24000,SC-1235N (York County) - ADT 300,Hampton Roads,Hampton Roads,SC,1940563,173.7465087
630,789941,2024/01/01 00:00:00+00,Rosemont RD Ramp 5A (NP - City of Virginia Beach),S-VA134NP ROSEMONT RD RMP005.00A,,          ,"134-13 S, Rosemont Rd",I-264 East,4300,G,,,,,,,X,0.0823,F,1,4500,X,Master Non-Prime,0,Princess Anne Maintenance Area,0.283,Princess Anne Maintenance Area,,,1,1,24000,Rosemont RD Ramp 5A (NP - City of Virginia Beach) - ADT 4300,Hampton Roads,Hampton Roads,ST,2116948,493.6953194
631,302364,2024/01/01 00:00:00+00,SC-640E (Culpeper County),R-VA023SC00640EB,2300640,          ,"23-628 S, Butler Store Rd","SR-229 N, Rixeyville Rd",1100,G,98.55856,0,1.03604,0.18018,0.22523,0,C,0.0965,F,0.6038,1000,G,Bidirectional,3.25,Culpeper County,5.75,Culpeper County,0.09071,0,1,1,24000,SC-640E (Culpeper County) - ADT 1100,Culpeper,Culpeper,SC,1626098,4841.08578
632,748285,2024/01/01 00:00:00+00,SC-617E (King and Queen County),R-VA049SC00617EB,4900617,          ,49-614 Popular Grove Rd,49-616 Mt Zion Rd,30,F,94.73685,0,3.50877,0,1.75439,0,C,0.2,F,0.6667,30,X,Bidirectional,6.83,King and Queen County,9.43,King and Queen County,0,0,1,1,24000,SC-617E (King and Queen County) - ADT 30,Fredericksburg,Fredericksburg,SC,1402360,5163.92194
634,716332,2018/05/31 00:00:00+00,SC-2951N (Chesterfield County),R-VA020SC02951NB,2002951,          ,20-2952 Carriage Creek Pl,20-2953 Carriage Creek Ct,240,R,,,,,,,X,,X,,,X,Bidirectional,0.05,Chesterfield County,0.08,Chesterfield County,,,1,1,24000,SC-2951N (Chesterfield County) - ADT 240,Richmond,Richmond,SC,1387824,62.97505471
635,770462,2017/08/31 00:00:00+00,SC-621N (Shenandoah County),R-VA085SC00621NB,8500621,          ,Dead End,"85-600 W, Zepp Rd",30,R,,,,,,,X,,X,,,X,Bidirectional,0,Shenandoah County,0.7,Shenandoah County,,,1,1,24000,SC-621N (Shenandoah County) - ADT 30,Staunton,Staunton,SC,1549270,2422.48762
637,736295,2003/04/08 00:00:00+00,SC-8579N (Fairfax County),R-VA029SC08579NB,2908579,          ,Cul-de-Sac,29-8570 Stillfield Pl,80,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.07,Fairfax County,,,1,1,24000,SC-8579N (Fairfax County) - ADT 80,Northern Virginia,Northern Virginia,SC,1771739,109.6500976
638,750806,2022/09/07 00:00:00+00,SC-1519N (Loudoun County),R-VA053SC01519NB,5301519,          ,53-1487 Fillmore Ave,Cul-de-Sac,80,T,,,,,,,X,,X,,,X,Bidirectional,0.14,Loudoun County,0.18,Loudoun County,,,1,1,24000,SC-1519N (Loudoun County) - ADT 80,Northern Virginia,Northern Virginia,SC,2015599,82.04808158
640,754014,2020/03/05 00:00:00+00,SC-712E (Montgomery County),R-VA060SC00712EB,6000712,          ,60-723 Lusters Gate Rd,Dead End,110,R,,,,,,,X,,X,,,X,Bidirectional,0,Montgomery County,2.1,Montgomery County,,,1,1,24000,SC-712E (Montgomery County) - ADT 110,Salem,Salem,SC,2113200,4028.649925
641,702850,2024/02/14 00:00:00+00,SC-650E (Amelia County),R-VA004SC00650EB,400650,          ,04-619 E Bunker Hill Rd; W Bunker Hill Rd,04-621 Reed Rock Rd,60,R,,,,,,,X,,X,,,X,Bidirectional,0,Amelia County,1.6,Amelia County,,,1,1,24000,SC-650E (Amelia County) - ADT 60,Richmond,Richmond,SC,1951533,4033.999303
642,779544,2022/01/26 00:00:00+00,SC-1265N (York County),R-VA099SC01265NB,9901265,          ,99-621 Dare Rd,99-1266 Bonito Dr,790,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.15,York County,,,1,1,24000,SC-1265N (York County) - ADT 790,Hampton Roads,Hampton Roads,SC,2248047,300.7828964
644,718502,2018/07/06 00:00:00+00,SC-4309E (Chesterfield County),R-VA020SC04309EB,2004309,          ,Cul-de-Sac,20-3600 Woodlake Village Py,500,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.21,Chesterfield County,,,1,1,24000,SC-4309E (Chesterfield County) - ADT 500,Richmond,Richmond,SC,1392014,443.4844435
645,775757,2024/02/26 00:00:00+00,SC-627N (Tazewell County),R-VA092SC00627NB,9200627,          ,92-612 Greasy Creek Rd,92-628 Fire Tower Rd,210,R,,,,,,,X,,X,,,X,Bidirectional,5.32,Tazewell County,5.481,Tazewell County,,,1,1,24000,SC-627N (Tazewell County) - ADT 210,Bristol,Bristol,SC,1466105,314.3936715
646,780013,2019/05/30 00:00:00+00,SC-1647N (York County),R-VA099SC01647NB,9901647,          ,99-1646 Lord Pelham Way,Cul-de-Sac,110,R,,,,,,,X,,X,,,X,Bidirectional,0.05,York County,0.1,York County,,,1,1,24000,SC-1647N (York County) - ADT 110,Hampton Roads,Hampton Roads,SC,2249243,82.94136671
647,798734,2023/03/22 00:00:00+00,SC-1584E (Washington County),R-VA095SC01584EB,9501584,          ,Cul-de-Sac,95-1579 Bridle Dr,20,T,,,,,,,X,,X,,,X,Bidirectional,0,Washington County,0.1,Washington County,,,1,1,24000,SC-1584E (Washington County) - ADT 20,Bristol,Bristol,SC,2608373,203.1584595
648,779423,2022/01/26 00:00:00+00,SC-1205N (York County),R-VA099SC01205NB,9901205,          ,99-678 Cockletown Rd,99-1203 York Warwick Dr,360,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.12,York County,,,1,1,24000,SC-1205N (York County) - ADT 360,Hampton Roads,Hampton Roads,SC,1595480,266.38728
649,777061,2023/02/06 00:00:00+00,SC-1304E (Washington County),R-VA095SC01304EB,9501304,          ,95-1301 Sycamore St,95-1303 Kirkwood St,120,R,,,,,,,X,,X,,,X,Bidirectional,0.03,Washington County,0.13,Washington County,,,1,1,24000,SC-1304E (Washington County) - ADT 120,Bristol,Bristol,SC,2146984,262.5431037
652,302474,2024/01/01 00:00:00+00,SC-604N (Greene County),R-VA039SC00604NB,3900604,          ,39-674 Parker Mtn Rd,39-624 Pea Ridge Rd,1300,G,97.83186,0.84071,0.61947,0.39823,0.30974,0,C,0.1204,F,0.6028,1100,G,Bidirectional,5.18,Greene County,5.78,Greene County,0.08548,0,1,1,24000,SC-604N (Greene County) - ADT 1300,Culpeper,Culpeper,SC,1408371,1143.615066
653,780235,2022/01/27 00:00:00+00,SC-1830N (York County),R-VA099SC01830NB,9901830,          ,99-1836 Jenkins Court,99-1837 Seagrams Court,140,R,,,,,,,X,,X,,,X,Bidirectional,0.17,York County,0.23,York County,,,1,1,24000,SC-1830N (York County) - ADT 140,Hampton Roads,Hampton Roads,SC,1716443,126.4443771
654,731235,2002/01/02 00:00:00+00,SC-5104E (Fairfax County),R-VA029SC05104EB,2905104,          ,29-5105 Dalby Lane,29-5107 Amber Ct,350,R,,,,,,,X,,X,,,X,Bidirectional,0.06,Fairfax County,0.15,Fairfax County,,,1,1,24000,SC-5104E (Fairfax County) - ADT 350,Northern Virginia,Northern Virginia,SC,1771473,177.5762953
655,780062,2019/01/15 00:00:00+00,SC-1676N (York County),R-VA099SC01676NB,9901676,          ,99-1644 Ponsonby Dr,99-1675 Prince Arthur Dr,930,R,,,,,,,X,,X,,,X,Bidirectional,0.13,York County,0.19,York County,,,1,1,24000,SC-1676N (York County) - ADT 930,Hampton Roads,Hampton Roads,SC,1715850,112.9051593
656,736057,2001/11/26 00:00:00+00,SC-8334E (Fairfax County),R-VA029SC08334EB,2908334,          ,SR 123 Ox Rd,29-8336 Cross Chase Circle,1100,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.1,Fairfax County,,,1,1,24000,SC-8334E (Fairfax County) - ADT 1100,Northern Virginia,Northern Virginia,SC,1423964,193.1790194
657,777262,2023/03/08 00:00:00+00,SC-1727E (Washington County),R-VA095SC01727EB,9501727,          ,95-1705 Serenade Place,Dead End,30,T,,,,,,,X,,X,,,X,Bidirectional,0.1,Washington County,0.2,Washington County,,,1,1,24000,SC-1727E (Washington County) - ADT 30,Bristol,Bristol,SC,2248587,201.465275
658,776352,2017/08/17 00:00:00+00,SC-626N (Warren County),R-VA093SC00626NB,9300626,          ,93-612 Gafia Lodge Rd,93-637 River Rd,140,R,,,,,,,X,,X,,,X,Bidirectional,5.66,Warren County,6.36,Warren County,,,1,1,24000,SC-626N (Warren County) - ADT 140,Staunton,Staunton,SC,2641281,1354.718937
659,770851,2020/07/07 00:00:00+00,SC-771N (Shenandoah County),R-VA085SC00771NB,8500771,          ,85-774 Veach Gap Rd,85-773 Coverstone Rd,20,R,,,,,,,X,,X,,,X,Bidirectional,1.6,Shenandoah County,2.4,Shenandoah County,,,1,1,24000,SC-771N (Shenandoah County) - ADT 20,Staunton,Staunton,SC,1667706,1593.333725
660,779892,2019/05/23 00:00:00+00,SC-1571E (York County),R-VA099SC01571EB,9901571,          ,99-621 Dare Rd,99-1572 Chatham Court,240,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.05,York County,,,1,1,24000,SC-1571E (York County) - ADT 240,Hampton Roads,Hampton Roads,SC,1715152,100.9256882
661,783533,2019/04/11 00:00:00+00,SC-1057N (Botetourt County),R-VA011SC01057NB,1101057,          ,Cul-de-Sac,11-1061 Stayman Rd,140,R,,,,,,,X,,X,,,X,Bidirectional,0,Botetourt County,0.25,Botetourt County,,,1,1,24000,SC-1057N (Botetourt County) - ADT 140,Salem,Salem,SC,1954228,493.0107414
662,718615,2018/07/06 00:00:00+00,SC-4395E (Chesterfield County),R-VA020SC04395EB,2004395,          ,Cul-de-Sac,20-1166 Greenbriar Dr,120,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.08,Chesterfield County,,,1,1,24000,SC-4395E (Chesterfield County) - ADT 120,Richmond,Richmond,SC,1392147,203.5175579
663,780082,2019/05/07 00:00:00+00,SC-1683E (York County),R-VA099SC01683EB,9901683,          ,Cul-de-Sac,99-1680 Windy Shore Dr,46,T,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.04,York County,,,1,1,24000,SC-1683E (York County) - ADT 46,Hampton Roads,Hampton Roads,SC,1598245,68.4717236
664,779225,2019/05/23 00:00:00+00,SC-760N (York County),R-VA099SC00760NB,9900760,          ,99-759 Cherry Point Dr,Dead End,80,T,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.11,York County,,,1,1,24000,SC-760N (York County) - ADT 80,Hampton Roads,Hampton Roads,SC,1594448,200.7048312
665,719985,2014/08/13 00:00:00+00,SC-648N (Culpeper County),R-VA023SC00648NB,2300648,          ,Dead End,US 15 James Madison Hwy,10,R,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,0.8,Culpeper County,,,1,1,24000,SC-648N (Culpeper County) - ADT 10,Culpeper,Culpeper,SC,1626114,1512.951381
666,731818,2005/08/02 00:00:00+00,SC-5395E (Fairfax County),R-VA029SC05395EB,2905395,          ,29-5961 Ivywood Rd,"29-5394 S, Kings Lake Dr",1600,R,,,,,,,X,,X,,,X,Bidirectional,0.09,Fairfax County,0.23,Fairfax County,,,1,1,24000,SC-5395E (Fairfax County) - ADT 1600,Northern Virginia,Northern Virginia,SC,1773142,290.3656574
668,779339,2022/06/28 00:00:00+00,SC-1104N (York County),R-VA099SC01104NB,9901104,          ,SR 143 Merrimac Trail,99-1105 Banneker Dr,810,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.06,York County,,,1,1,24000,SC-1104N (York County) - ADT 810,Hampton Roads,Hampton Roads,SC,1939905,139.3456663
669,720258,2017/02/08 00:00:00+00,SC-1097E (Culpeper County),R-VA023SC01097EB,2301097,          ,Cul-de-Sac,23-1098 Overlook Court,45,R,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,0.172,Culpeper County,,,1,1,24000,SC-1097E (Culpeper County) - ADT 45,Culpeper,Culpeper,SC,1966192,302.3734411
670,753954,2024/01/01 00:00:00+00,SC-664E (Montgomery County),R-VA060SC00664EB,6000664,          ,"60-787 W, Wintergreen Dr",SR 177 Tyler Rd,890,G,97.50417,0.88741,0.72102,0.49917,0.38825,0,C,0.1225,F,0.6909,900,G,Bidirectional,1.02,Montgomery County,2.17,Montgomery County,0,0,1,1,24000,SC-664E (Montgomery County) - ADT 890,Salem,Salem,SC,2220967,2372.993233
671,780238,2022/01/27 00:00:00+00,SC-1832E (York County),R-VA099SC01832EB,9901832,          ,Cul-de-Sac,99-1831 Tradewinds Dr,300,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.26,York County,,,1,1,24000,SC-1832E (York County) - ADT 300,Hampton Roads,Hampton Roads,SC,1716455,540.5968065
672,742426,2020/06/16 00:00:00+00,SC-629N (Greene County),R-VA039SC00629NB,3900629,          ,"39-658 S, Parrotts Rd",39-633 Amicus Rd,260,R,,,,,,,X,,X,,,X,Bidirectional,3.31,Greene County,3.93,Greene County,,,1,1,24000,SC-629N (Greene County) - ADT 260,Culpeper,Culpeper,SC,1408430,1212.375785
673,798255,2018/04/04 00:00:00+00,SC-7502E (Chesterfield County),R-VA020SC07502EB,2007502,          ,20-7500 WEST,20-7500 EAST,10,R,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.05,Chesterfield County,,,1,1,24000,SC-7502E (Chesterfield County) - ADT 10,Richmond,Richmond,SC,2629467,89.95245393
674,720097,2014/08/22 00:00:00+00,SC-714E (Culpeper County),R-VA023SC00714EB,2300714,          ,23-646 Old Stillhouse Rd,23-713 Dulaney Rd,190,R,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,0.3,Culpeper County,,,1,1,24000,SC-714E (Culpeper County) - ADT 190,Culpeper,Culpeper,SC,1966050,762.2751222
675,727341,2002/10/31 00:00:00+00,SC-3075E (Fairfax County),R-VA029SC03075EB,2903075,          ,29-3074 Balsam Dr,29-2592 Woodacre Dr,510,R,,,,,,,X,,X,,,X,Bidirectional,0.29,Fairfax County,0.33,Fairfax County,,,1,1,24000,SC-3075E (Fairfax County) - ADT 510,Northern Virginia,Northern Virginia,SC,1424994,84.72032582
676,718715,2018/05/23 00:00:00+00,SC-4535N (Chesterfield County),R-VA020SC04535NB,2004535,          ,20-754 Coalfield Rd,Dead End,760,R,,,,,,,X,,X,,,X,Master Prime,0,Chesterfield County,0.174,Chesterfield County,,,1,1,24000,SC-4535N (Chesterfield County) - ADT 760,Richmond,Richmond,SC,1392379,361.4230042
677,720011,2023/09/14 00:00:00+00,SC-659N (Culpeper County),R-VA023SC00659NB,2300659,          ,23-641 Lakemont Dr,Dead End,50,T,,,,,,,X,,X,,,X,Bidirectional,0,Culpeper County,0.11,Culpeper County,,,1,1,24000,SC-659N (Culpeper County) - ADT 50,Culpeper,Culpeper,SC,1394894,224.8388052
679,776652,2024/01/01 00:00:00+00,SC-677N (Washington County),R-VA095SC00677NB,9500677,          ,US 58 Jeb Stuart Hwy,US 11 Lee Highway,1100,G,97.89281,0.45809,0.45809,0.96198,0.22904,0,C,0.1155,F,0.6,1100,G,Bidirectional,4.21,Washington County,6.31,Washington County,0.462,0,1,1,24000,SC-677N (Washington County) - ADT 1100,Bristol,Bristol,SC,1711049,4126.96269
680,150105,2024/01/01 00:00:00+00,Oceana BLVD (NP - City of Virginia Beach),S-VA134NP OCEANA BLVD,39933,          ,First Colonial Rd,General Booth Blvd,30000,A,97.77012,0.63126,0.57524,0.59162,0.43416,4.00E-05,C,0.1005,A,0.5089,34000,A,Master Non-Prime,0,City of Virginia Beach,3.83,City of Virginia Beach,0.31055,0.03417,2,2,24000,Oceana BLVD (NP - City of Virginia Beach) - ADT 30000,Hampton Roads,Hampton Roads,ST,9223014,7436.895762
681,730694,2016/08/02 00:00:00+00,SC-4818E (Fairfax County),R-VA029SC04818EB,2904818,          ,"29-4801 W, Commonwealth Blvd",29-5463 Harrowby Ct,500,R,,,,,,,X,,X,,,X,Bidirectional,0.36,Fairfax County,0.58,Fairfax County,,,1,1,24000,SC-4818E (Fairfax County) - ADT 500,Northern Virginia,Northern Virginia,SC,2089753,449.3194494
682,715810,2021/11/10 00:00:00+00,SC-2689N (Chesterfield County),R-VA020SC02689NB,2002689,          ,20-2652 Iron Mill Rd,Cul-de-Sac,260,T,,,,,,,X,,X,,,X,Bidirectional,0,Chesterfield County,0.22,Chesterfield County,,,1,1,24000,SC-2689N (Chesterfield County) - ADT 260,Richmond,Richmond,SC,2170319,436.8845985
683,736468,2009/05/06 00:00:00+00,SC-9781E (Fairfax County),R-VA029SC09781EB,2909781,          ,Washington Irving Int School,29-644 Old Keene Mill Rd,450,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.14,Fairfax County,,,1,1,24000,SC-9781E (Fairfax County) - ADT 450,Northern Virginia,Northern Virginia,SC,2094033,256.9788204
684,734951,2001/07/19 00:00:00+00,SC-7320N (Fairfax County),R-VA029SC07320NB,2907320,          ,29-620 Braddock Rd,29-7324 Sequoia Farms Dr,990,R,,,,,,,X,,X,,,X,Bidirectional,0,Fairfax County,0.53,Fairfax County,,,1,1,24000,SC-7320N (Fairfax County) - ADT 990,Northern Virginia,Northern Virginia,SC,1428442,1080.611566
685,782042,2013/05/21 00:00:00+00,SC-1346E (Augusta County),R-VA007SC01346EB,701346,          ,US 340 East Side Hwy,07-1298,220,R,,,,,,,X,,X,,,X,Bidirectional,0,Augusta County,0.45,Augusta County,,,1,1,24000,SC-1346E (Augusta County) - ADT 220,Staunton,Staunton,SC,2161957,841.9832962
686,775850,2024/03/27 00:00:00+00,SC-655N (Tazewell County),R-VA092SC00655NB,9200655,          ,92-762 Angles Hollow Rd,0.50 MN 92-762 Angles Hollow Rd,620,R,,,,,,,X,,X,,,X,Bidirectional,1,Tazewell County,1.5,Tazewell County,,,1,1,48000,SC-655N (Tazewell County) - ADT 620,Bristol,Bristol,SC,2029570,1195.177598
687,726644,2019/12/11 00:00:00+00,SC-2802N (Fairfax County),R-VA029SC02802NB,2902802,          ,29-2803 Massachusettes Ave,29-2801 Virginia Ave,300,R,,,,,,,X,,X,,,X,Bidirectional,0.36,Fairfax County,0.6,Fairfax County,,,1,1,24000,SC-2802N (Fairfax County) - ADT 300,Northern Virginia,Northern Virginia,SC,1424148,534.3404068
688,779194,2019/04/09 00:00:00+00,SC-745N (York County),R-VA099SC00745NB,9900745,          ,99-1321 Point Laurel Place,99-716 N; 99-1328,270,R,,,,,,,X,,X,,,X,Bidirectional,0.3,York County,0.47,York County,,,1,1,24000,SC-745N (York County) - ADT 270,Hampton Roads,Hampton Roads,SC,2145920,345.2601324
689,771039,2017/11/27 00:00:00+00,SC-1317N (Shenandoah County),R-VA085SC01317NB,8501317,          ,85-1318 Scothern Rd,85-703 Mt Jackson Rd,30,R,,,,,,,X,,X,,,X,Bidirectional,0,Shenandoah County,0.37,Shenandoah County,,,1,1,24000,SC-1317N (Shenandoah County) - ADT 30,Staunton,Staunton,SC,1668670,788.8255957
690,776348,2020/05/06 00:00:00+00,SC-626N (Warren County),R-VA093SC00626NB,9300626,          ,"SR 55 E, Strasburg Rd",93-614,340,R,,,,,,,X,,X,,,X,Bidirectional,3.86,Warren County,4.86,Warren County,,,1,1,48000,SC-626N (Warren County) - ADT 340,Staunton,Staunton,SC,2641281,1955.100535
691,677766,2024/01/01 00:00:00+00,Newtown RD (NP - City of Virginia Beach),S-VA134NP NEWTOWN RD,23773,          ,Baker Rd,Diamond Springs Rd,25000,F,98.15514,0.3041,0.85331,0.39624,0.2912,0,C,0.0864,F,0.5097,26000,X,Master Non-Prime,0.24,City of Virginia Beach,0.72,City of Virginia Beach,0.1607,0.0216,1,2,24000,Newtown RD (NP - City of Virginia Beach) - ADT 25000,Hampton Roads,Hampton Roads,ST,9216570,972.7301259
